,dr7objid,t04_spiral_a08_spiral_flag,t04_spiral_a09_no_spiral_flag,t08_odd_feature_a20_lens_or_arc_flag,t08_odd_feature_a22_irregular_flag
1059,24846,0,1,0,0
1060,181145,1,0,0,0
1061,155873,0,0,0,1
1062,206042,0,1,0,0
1063,129556,1,0,0,0
1064,85974,0,1,0,0
1065,12918,1,0,0,0
1066,35072,0,1,0,0
1067,201098,0,1,0,1
1068,63424,1,0,0,0
1069,111820,0,1,1,0
1070,51615,0,1,0,0
1071,242923,0,1,1,0
1072,27135,1,0,0,0
1073,175154,0,1,1,0
1074,31031,0,1,1,0
1075,17509,0,1,0,1
1076,85587,0,1,0,0
1077,210726,1,0,0,0
1078,53151,0,1,1,0
1079,132947,0,1,1,0
1080,247097,1,0,0,0
1081,93011,0,1,0,0
1082,137770,1,0,0,0
1083,185004,0,1,1,0
1084,80900,0,0,0,1
1085,212263,0,1,0,0
1086,218916,1,0,0,0
1087,193786,0,1,0,0
1088,126794,0,1,1,0
1089,229247,0,1,1,0
1090,135759,1,0,0,0
1091,102877,0,1,0,0
1092,248165,1,0,0,1
1093,236401,0,1,1,0
1094,57118,1,0,0,0
1095,90045,0,1,0,0
1096,50075,0,1,1,0
1097,167612,1,0,0,0
1098,125134,0,1,0,0
1099,69730,0,1,1,0
1100,131533,0,1,1,0
1101,118497,0,1,0,1
1102,87708,1,0,0,0
1103,216781,0,1,1,0
1104,82829,0,1,0,0
1105,118145,0,1,1,0
1106,210229,0,1,1,0
1107,245700,1,0,0,0
1108,228496,0,1,1,0
1109,227971,0,1,0,0
1110,140379,1,0,0,0
1111,106596,0,1,0,0
1112,209783,0,1,1,0
1113,156751,1,0,0,0
1114,179526,0,1,0,0
1115,150118,1,0,0,0
1116,137845,0,0,0,1
1117,32095,0,1,1,0
1118,140501,0,1,1,0
1119,3407,0,1,0,0
1120,149285,1,0,0,0
1121,264663,0,1,0,0
1122,175627,0,1,1,0
1123,136695,1,0,0,0
1124,109224,0,1,1,0
1125,20917,0,1,0,0
1126,9359,0,1,1,0
1127,178732,0,0,0,1
1128,290036,0,1,1,0
1129,65465,1,0,0,0
1130,195196,1,0,0,0
1131,239823,1,0,0,1
1132,102902,0,1,0,0
1133,229105,0,1,1,0
1134,73119,1,0,0,0
1135,204921,0,1,0,0
1136,49812,1,0,0,0
1137,290106,0,1,0,1
1138,51478,0,1,0,0
1139,26858,0,1,1,0
1140,14961,1,0,0,0
1141,136233,0,1,0,0
1142,279260,0,1,1,0
1143,130746,1,0,0,0
1144,50375,0,1,0,0
1145,44308,0,1,1,0
1146,69936,0,1,1,0
1147,261087,1,0,0,0
1148,152986,0,1,0,1
1149,167282,0,1,0,0
1150,261597,1,0,0,0
1151,87941,0,1,0,1
1152,280681,0,1,0,0
1153,60625,1,0,0,0
1154,26665,0,1,1,0
1155,154566,0,1,0,1
1156,244536,0,1,1,0
1157,77111,1,0,0,0
1158,173325,0,1,0,0
1159,218825,0,1,1,0
1160,10601,0,1,1,0
1161,165182,1,0,0,0
1162,143953,0,1,0,0
1163,137130,0,1,1,0
1164,219331,1,0,0,0
1165,142561,0,1,1,0
1166,217985,0,1,0,0
1167,38221,1,0,0,0
1168,136874,0,1,0,0
1169,32737,0,1,1,0
1170,247689,1,0,0,0
1171,4162,0,1,1,0
1172,151354,0,1,0,0
1173,203162,1,0,0,1
1174,41882,1,0,0,0
1175,85530,0,1,0,0
1176,122712,0,1,1,0
1177,6649,1,0,0,0
1178,9413,1,0,0,1
1179,110458,0,1,0,0
1180,201501,1,0,0,0
1181,8421,0,1,1,0
1182,30925,1,0,0,0
1183,60497,0,1,1,0
1184,288316,0,1,0,0
1185,111679,1,0,0,0
1186,197438,0,1,0,0
1187,84247,0,1,0,1
1188,49774,1,0,0,0
1189,208950,0,1,1,0
1190,11732,0,1,0,0
1191,27872,0,1,1,0
1192,52788,0,1,1,0
1193,172103,1,0,0,0
1194,141800,0,1,0,0
1195,36463,0,1,1,0
1196,162072,1,0,0,0
1197,91798,0,1,0,0
1198,129418,1,0,0,0
1199,214589,0,1,0,0
1200,161167,1,0,0,0
1201,226064,0,1,1,0
1202,215968,0,1,0,1
1203,79134,0,1,0,0
1204,157716,1,0,0,0
1205,85402,0,1,0,0
1206,278744,0,1,1,0
1207,229921,1,0,0,0
1208,64678,0,1,0,0
1209,55597,1,0,0,0
1210,234741,1,0,0,1
1211,43788,0,1,0,0
1212,161257,1,0,0,0
1213,161977,1,0,0,1
1214,41398,0,1,0,0
1215,230591,0,1,0,0
1216,162075,1,0,0,0
1217,41362,0,1,1,0
1218,52090,0,1,0,1
1219,17098,0,1,1,0
1220,196009,0,1,1,0
1221,58940,0,1,1,0
1222,239430,0,1,0,0
1223,100389,0,1,0,1
1224,112432,1,0,0,0
1225,83855,0,1,1,0
1226,221902,0,1,1,0
1227,17072,1,0,0,0
1228,135545,0,1,0,0
1229,203476,1,0,0,0
1230,42006,0,1,1,0
1231,211286,0,1,0,0
1232,226723,1,0,0,0
1233,91501,1,0,0,0
1234,215247,0,1,0,0
1235,180799,0,1,1,0
1236,208183,1,0,0,0
1237,113505,0,1,1,0
1238,134502,0,1,0,0
1239,78131,1,0,0,1
1240,185656,0,1,1,0
1241,30905,1,0,0,0
1242,105851,0,1,0,0
1243,90615,0,1,0,1
1244,117851,0,1,0,0
1245,168847,1,0,0,0
1246,81531,0,1,0,0
1247,170874,0,1,1,0
1248,97424,1,0,0,0
1249,129279,0,1,1,0
1250,162008,0,1,0,0
1251,45840,1,0,0,0
1252,232673,0,1,1,0
1253,50365,0,1,0,0
1254,30778,1,0,0,0
1255,76937,0,1,0,0
1256,222879,1,0,0,1
1257,210777,1,0,0,0
1258,87969,0,1,1,0
1259,149395,0,1,0,0
1260,7691,0,1,0,1
1261,151925,1,0,0,0
1262,111012,0,1,0,0
1263,117721,1,0,0,0
1264,129757,0,1,0,0
1265,135215,1,0,0,0
1266,123569,0,1,1,0
1267,206350,1,0,0,0
1268,140281,0,1,0,0
1269,178406,1,0,0,0
1270,214274,0,1,0,0
1271,200329,0,1,0,0
1272,133845,1,0,0,0
1273,37221,0,1,1,0
1274,217732,1,0,0,1
1275,27044,0,1,0,0
1276,191244,1,0,0,0
1277,120936,0,1,0,1
1278,195914,0,1,0,0
1279,112161,1,0,0,0
1280,76574,0,1,1,0
1281,150369,0,1,0,0
1282,290660,1,0,0,0
1283,95181,0,1,0,0
1284,96356,0,1,1,0
1285,90326,1,0,0,0
1286,75433,0,1,0,0
1287,175843,1,0,0,0
1288,125157,0,1,0,0
1289,120049,1,0,0,0
1290,210661,0,1,1,0
1291,41530,0,1,0,0
1292,88385,0,1,1,0
1293,169914,0,1,1,0
1294,2848,1,0,0,1
1295,216658,1,0,0,0
1296,186277,0,1,1,0
1297,109594,0,1,0,1
1298,238299,0,1,1,0
1299,233486,0,1,0,0
1300,86210,1,0,0,0
1301,286402,0,1,0,0
1302,161395,1,0,0,0
1303,217765,0,1,0,1
1304,38167,0,1,1,0
1305,111402,0,1,1,0
1306,40798,0,0,0,1
1307,31508,0,1,1,0
1308,56000,1,0,0,0
1309,136236,0,1,0,0
1310,236562,0,1,1,0
1311,139426,0,1,0,0
1312,121436,1,0,0,0
1313,86918,0,1,1,0
1314,77298,0,1,0,0
1315,178698,1,0,0,0
1316,123266,0,1,1,0
1317,28789,1,0,0,0
1318,177260,0,1,1,0
1319,188366,0,1,0,0
1320,169185,0,0,0,1
1321,218828,1,0,0,1
1322,117394,1,0,0,0
1323,223576,0,1,1,0
1324,57724,0,1,0,0
1325,204886,1,0,0,0
1326,29934,0,1,1,0
1327,120168,0,1,1,0
1328,129988,0,1,0,0
1329,157817,1,0,0,0
1330,245091,0,1,1,0
1331,221023,0,1,1,0
1332,228877,0,1,0,0
1333,257792,1,0,0,0
1334,169565,1,0,0,0
1335,62330,0,1,0,0
1336,158276,1,0,0,0
1337,188721,0,1,1,0
1338,226549,0,1,0,0
1339,76031,0,1,1,0
1340,88083,1,0,0,0
1341,37566,0,1,1,0
1342,20116,0,1,0,0
1343,139205,1,0,0,1
1344,19106,1,0,0,0
1345,209802,0,1,0,0
1346,113653,1,0,0,0
1347,156136,0,1,0,0
1348,233135,1,0,0,0
1349,224628,0,1,0,1
1350,118056,0,1,1,0
1351,35475,0,1,0,0
1352,192613,1,0,0,0
1353,102449,1,0,0,0
1354,64332,0,1,1,0
1355,192737,1,0,0,1
1356,38141,0,1,0,0
1357,212125,0,1,1,0
1358,234943,0,1,0,0
1359,185838,1,0,0,0
1360,182249,1,0,0,0
1361,77683,0,1,0,1
1362,94532,0,1,0,0
1363,234031,0,1,1,0
1364,65107,1,0,0,0
1365,61075,0,1,1,0
1366,206587,0,1,0,0
1367,48956,1,0,0,1
1368,279345,1,0,0,0
1369,222516,0,1,0,0
1370,252920,1,0,0,0
1371,157234,0,1,1,0
1372,174869,0,1,0,0
1373,22216,1,0,0,0
1374,88735,0,1,0,0
1375,55239,1,0,0,0
1376,222823,0,1,0,0
1377,257297,0,1,1,0
1378,175715,1,0,0,0
1379,125171,0,1,0,0
1380,153453,1,0,0,1
1381,107958,1,0,0,0
1382,1405,0,1,1,0
1383,219022,0,1,0,0
1384,161499,1,0,0,0
1385,9573,0,1,1,0
1386,17960,0,1,0,0
1387,193925,1,0,0,0
1388,20020,0,1,0,1
1389,178470,1,0,0,0
1390,20999,0,1,0,0
1391,140685,0,1,0,1
1392,257186,1,0,0,0
1393,37236,0,1,0,0
1394,208897,0,1,1,0
1395,139167,1,0,0,0
1396,46794,0,1,0,1
1397,22952,0,1,1,0
1398,23343,0,1,1,0
1399,64464,0,1,0,0
1400,131919,1,0,0,0
1401,216765,1,0,0,0
1402,152384,0,1,0,0
1403,129890,0,1,0,1
1404,145189,1,0,0,0
1405,256758,1,0,0,1
1406,110387,0,1,1,0
1407,212809,0,1,1,0
1408,21597,0,1,0,0
1409,192190,0,1,1,0
1410,122013,1,0,0,0
1411,183516,0,1,0,0
1412,18891,0,1,1,0
1413,63851,1,0,0,0
1414,75979,0,0,0,1
1415,45735,0,1,1,0
1416,213792,0,1,1,0
1417,142475,0,1,0,0
1418,221264,1,0,0,0
1419,60933,0,1,1,0
1420,89527,0,1,0,0
1421,270056,1,0,0,0
1422,119873,1,0,0,0
1423,249759,1,0,0,1
1424,225937,0,1,1,0
1425,85615,0,1,0,0
1426,40578,1,0,0,0
1427,59511,0,1,0,0
1428,193193,1,0,0,1
1429,227810,1,0,0,0
1430,142571,1,0,0,0
1431,60926,0,1,0,0
1432,208068,0,1,1,0
1433,41022,1,0,0,0
1434,30851,0,1,0,0
1435,150709,1,0,0,0
1436,161668,0,1,1,0
1437,101478,0,1,0,0
1438,185226,0,1,0,1
1439,203885,1,0,0,0
1440,254300,0,1,0,0
1441,101520,1,0,0,0
1442,38596,1,0,0,1
1443,17846,0,1,1,0
1444,212149,0,1,1,0
1445,161750,0,1,0,0
1446,11863,1,0,0,0
1447,219232,0,1,1,0
1448,129186,0,1,0,0
1449,101006,0,1,0,0
1450,266391,1,0,0,0
1451,140491,0,1,1,0
1452,15650,0,1,0,0
1453,265990,1,0,0,0
1454,207393,0,1,0,0
1455,229490,0,1,1,0
1456,124043,1,0,0,0
1457,177862,0,1,0,0
1458,135045,0,1,1,0
1459,44098,1,0,0,0
1460,83312,0,1,0,0
1461,134605,0,1,1,0
1462,73018,0,1,1,0
1463,283887,1,0,0,0
1464,185866,0,1,0,0
1465,154253,0,1,0,1
1466,20945,1,0,0,0
1467,18518,0,1,0,0
1468,272268,1,0,0,0
1469,151009,0,1,0,1
1470,192351,0,1,0,0
1471,45479,1,0,0,0
1472,23724,0,1,0,1
1473,173035,0,1,0,0
1474,70446,1,0,0,0
1475,7303,0,1,1,0
1476,159983,1,0,0,0
1477,81972,0,1,1,0
1478,136030,0,1,0,0
1479,21300,0,1,1,0
1480,177219,0,1,1,0
1481,10927,0,1,0,0
1482,100774,1,0,0,0
1483,210858,1,0,0,1
1484,111301,0,1,0,0
1485,58623,0,1,1,0
1486,179143,1,0,0,0
1487,178770,0,1,1,0
1488,77167,0,1,0,0
1489,184109,1,0,0,0
1490,209584,0,1,0,0
1491,138728,1,0,0,0
1492,95866,1,0,0,0
1493,229358,0,1,0,0
1494,432,0,0,0,1
1495,54081,1,0,0,0
1496,235250,0,1,0,0
1497,60805,0,1,0,1
1498,290919,1,0,0,0
1499,79767,0,1,0,0
1500,23304,1,0,0,0
1501,5056,0,1,0,0
1502,156379,1,0,0,0
1503,19021,0,1,0,0
1504,116148,1,0,0,0
1505,125328,1,0,0,1
1506,21088,0,1,0,0
1507,17658,1,0,0,0
1508,90053,0,1,1,0
1509,289266,1,0,0,0
1510,119911,1,0,0,1
1511,58262,1,0,0,0
1512,277836,0,1,0,0
1513,57203,0,1,0,0
1514,98885,1,0,0,0
1515,220169,1,0,0,0
1516,195525,0,1,1,0
1517,153522,0,1,0,0
1518,115114,1,0,0,0
1519,122134,0,0,0,1
1520,14842,0,1,0,0
1521,176415,0,1,1,0
1522,60171,1,0,0,0
1523,95536,0,1,1,0
1524,233045,0,1,0,0
1525,150145,1,0,0,0
1526,32609,0,1,1,0
1527,119195,1,0,0,0
1528,17584,0,1,0,1
1529,204095,0,1,0,0
1530,152079,0,1,1,0
1531,262911,1,0,0,0
1532,138055,0,1,0,0
1533,200198,1,0,0,0
1534,54777,0,1,0,0
1535,5520,1,0,0,0
1536,26294,0,1,0,1
1537,175449,0,1,0,0
1538,73602,1,0,0,0
1539,293966,0,1,0,0
1540,64876,0,1,1,0
1541,219225,0,1,0,0
1542,115721,1,0,0,0
1543,219221,0,1,1,0
1544,46855,0,1,1,0
1545,75304,1,0,0,1
1546,24880,0,1,0,0
1547,140544,0,1,1,0
1548,170092,1,0,0,0
1549,63912,0,1,0,1
1550,266153,1,0,0,0
1551,123273,0,1,0,0
1552,134441,0,1,1,0
1553,14474,1,0,0,0
1554,10066,0,1,0,0
1555,274872,0,1,1,0
1556,238354,1,0,0,0
1557,9260,0,1,0,0
1558,211126,1,0,0,0
1559,55956,0,1,0,0
1560,122085,1,0,0,0
1561,240646,0,1,0,1
1562,31791,1,0,0,0
1563,162860,0,1,1,0
1564,105506,0,1,0,0
1565,227762,0,1,0,1
1566,172718,1,0,0,0
1567,20604,0,1,0,0
1568,213403,1,0,0,0
1569,228024,0,1,0,0
1570,211620,1,0,0,1
1571,112117,1,0,0,0
1572,1846,0,1,1,0
1573,224713,0,1,0,0
1574,245386,0,1,1,0
1575,112353,1,0,0,0
1576,4287,0,1,0,0
1577,29777,0,1,1,0
1578,117944,1,0,0,0
1579,191256,0,1,0,0
1580,1549,0,1,0,1
1581,66503,1,0,0,0
1582,85344,0,1,1,0
1583,85358,0,1,1,0
1584,152512,1,0,0,0
1585,25014,0,1,0,0
1586,167396,1,0,0,0
1587,90237,0,1,1,0
1588,176012,0,1,0,0
1589,254828,1,0,0,0
1590,132956,0,1,0,0
1591,89578,0,1,0,1
1592,184032,1,0,0,0
1593,229222,0,1,0,0
1594,271086,1,0,0,0
1595,142253,0,1,0,0
1596,222699,1,0,0,1
1597,48295,0,1,0,1
1598,10715,1,0,0,0
1599,290215,0,1,0,0
1600,156313,1,0,0,0
1601,65791,1,0,0,1
1602,47296,0,1,1,0
1603,50228,0,1,0,0
1604,34532,1,0,0,1
1605,42217,1,0,0,0
1606,180939,0,1,1,0
1607,75293,0,1,0,0
1608,41458,1,0,0,0
1609,218570,0,1,0,0
1610,244708,1,0,0,0
1611,170893,1,0,0,0
1612,79333,0,1,0,0
1613,133888,1,0,0,0
1614,78505,0,1,1,0
1615,110072,0,0,0,1
1616,115627,0,1,0,0
1617,96228,1,0,0,0
1618,144958,1,0,0,0
1619,43690,0,1,0,0
1620,66506,0,1,0,1
1621,211442,1,0,0,0
1622,139198,0,1,1,0
1623,1917,0,1,0,0
1624,224401,1,0,0,0
1625,41295,1,0,0,1
1626,97390,0,1,0,0
1627,135727,1,0,0,0
1628,189298,0,1,1,0
1629,217273,0,1,0,0
1630,163624,1,0,0,0
1631,83218,0,1,0,0
1632,56838,0,1,1,0
1633,16530,1,0,0,0
1634,34160,0,1,1,0
1635,99156,0,1,0,0
1636,262845,1,0,0,0
1637,196040,0,1,0,0
1638,277587,1,0,0,0
1639,53874,0,1,0,0
1640,132378,0,1,1,0
1641,60065,0,1,1,0
1642,110759,1,0,0,1
1643,138747,1,0,0,0
1644,48025,0,1,0,0
1645,107341,0,1,1,0
1646,173890,0,1,1,0
1647,99760,1,0,0,0
1648,111889,0,1,1,0
1649,19472,1,0,0,1
1650,98458,0,1,1,0
1651,98084,0,1,0,0
1652,31923,1,0,0,1
1653,239303,1,0,0,0
1654,220571,0,1,1,0
1655,103435,0,1,0,0
1656,98811,1,0,0,0
1657,145088,0,1,1,0
1658,215746,0,1,1,0
1659,38900,0,1,0,0
1660,105630,1,0,0,0
1661,126524,0,1,0,0
1662,126944,1,0,0,1
1663,70397,1,0,0,0
1664,252936,0,1,0,0
1665,92200,0,1,1,0
1666,206547,1,0,0,0
1667,224078,0,1,1,0
1668,117812,0,1,0,0
1669,175159,1,0,0,1
1670,213669,1,0,0,0
1671,251289,0,1,0,0
1672,234730,1,0,0,1
1673,47508,1,0,0,0
1674,21284,0,1,1,0
1675,84208,0,1,1,0
1676,274606,1,0,0,0
1677,82726,0,1,0,0
1678,142929,1,0,0,1
1679,227162,0,1,1,0
1680,249977,1,0,0,0
1681,59521,0,1,0,0
1682,39067,0,1,1,0
1683,50469,1,0,0,0
1684,286658,0,1,0,0
1685,87982,0,1,0,1
1686,179172,1,0,0,0
1687,37337,1,0,0,0
1688,235916,0,1,0,0
1689,21580,0,1,0,0
1690,32234,1,0,0,0
1691,156259,0,1,1,0
1692,222974,0,1,1,0
1693,64437,1,0,0,0
1694,44912,1,0,0,1
1695,82407,0,1,0,0
1696,217107,1,0,0,0
1697,93866,0,1,0,0
1698,276883,0,1,1,0
1699,133623,0,1,1,0
1700,159275,1,0,0,0
1701,295163,0,1,0,0
1702,31072,1,0,0,0
1703,235698,0,1,1,0
1704,245296,0,1,0,0
1705,163583,0,1,1,0
1706,218450,1,0,0,0
1707,181270,1,0,0,1
1708,231700,0,1,0,0
1709,37598,1,0,0,0
1710,43752,0,1,0,0
1711,184360,1,0,0,0
1712,245275,0,1,1,0
1713,219524,0,1,1,0
1714,106057,1,0,0,0
1715,65085,0,1,0,0
1716,224843,0,1,1,0
1717,175470,1,0,0,1
1718,16436,0,1,0,0
1719,82087,1,0,0,0
1720,279633,0,1,1,0
1721,213979,0,1,1,0
1722,135590,0,1,0,0
1723,227084,1,0,0,0
1724,48465,0,1,1,0
1725,43767,1,0,0,1
1726,151285,1,0,0,0
1727,58659,0,1,0,0
1728,141564,0,1,1,0
1729,74449,0,1,1,0
1730,64803,1,0,0,0
1731,35229,0,1,0,0
1732,61847,0,1,1,0
1733,4401,1,0,0,0
1734,192151,0,1,0,0
1735,237117,0,1,1,0
1736,197933,1,0,0,0
1737,170248,1,0,0,1
1738,209384,0,1,0,0
1739,193186,1,0,0,0
1740,22221,0,1,1,0
1741,169899,0,1,0,0
1742,89003,1,0,0,0
1743,163289,1,0,0,0
1744,159985,1,0,0,1
1745,62389,0,1,1,0
1746,50911,0,1,0,0
1747,273321,1,0,0,0
1748,112844,0,1,1,0
1749,35113,0,1,0,0
1750,13722,1,0,0,0
1751,208574,0,1,0,0
1752,7672,1,0,0,0
1753,2334,0,1,0,1
1754,66647,0,1,1,0
1755,231596,0,1,1,0
1756,143245,0,1,1,0
1757,8670,1,0,0,0
1758,49516,0,1,1,0
1759,284269,0,1,0,0
1760,110067,1,0,0,1
1761,74978,0,1,1,0
1762,79645,1,0,0,0
1763,152191,0,1,0,0
1764,216083,0,1,1,0
1765,99428,0,1,1,0
1766,135724,1,0,0,0
1767,144319,0,1,1,0
1768,233421,0,1,1,0
1769,45567,1,0,0,0
1770,78157,0,1,0,0
1771,101466,1,0,0,0
1772,143848,0,1,1,0
1773,84077,1,0,0,1
1774,56931,0,1,0,0
1775,2639,1,0,0,0
1776,109585,0,1,1,0
1777,155022,0,1,0,0
1778,66015,0,1,1,0
1779,86420,1,0,0,0
1780,100196,0,1,0,0
1781,170256,1,0,0,0
1782,23914,1,0,0,1
1783,275546,1,0,0,0
1784,285643,0,1,1,0
1785,27797,0,1,0,0
1786,151042,1,0,0,0
1787,132753,0,0,0,1
1788,53255,0,1,0,0
1789,217198,1,0,0,0
1790,116575,0,1,0,0
1791,19582,0,1,1,0
1792,222043,1,0,0,0
1793,125533,1,0,0,0
1794,10236,0,1,0,0
1795,70807,0,1,0,0
1796,41006,1,0,0,0
1797,24551,0,1,1,0
1798,110425,0,1,1,0
1799,111733,0,1,0,0
1800,93396,1,0,0,0
1801,157102,0,1,1,0
1802,260397,1,0,0,0
1803,15953,0,1,0,0
1804,163356,1,0,0,1
1805,106642,0,1,1,0
1806,77993,0,1,1,0
1807,102416,0,1,1,0
1808,144001,0,1,1,0
1809,63896,1,0,0,0
1810,87362,0,1,0,0
1811,158720,1,0,0,0
1812,15101,0,1,1,0
1813,150311,0,1,0,0
1814,226424,1,0,0,0
1815,284923,1,0,0,0
1816,106185,0,1,0,0
1817,173025,1,0,0,0
1818,44286,0,1,0,0
1819,63405,0,1,1,0
1820,17038,1,0,0,0
1821,239934,0,1,0,0
1822,134450,1,0,0,0
1823,89411,1,0,0,1
1824,19503,0,1,0,0
1825,24570,0,1,1,0
1826,198149,1,0,0,0
1827,195425,0,1,0,0
1828,99505,1,0,0,1
1829,165588,1,0,0,0
1830,168401,0,1,1,0
1831,223651,0,1,1,0
1832,9431,0,1,0,0
1833,60370,1,0,0,0
1834,15597,1,0,0,0
1835,17848,0,1,0,0
1836,32111,0,1,1,0
1837,90599,0,1,1,0
1838,93545,1,0,0,0
1839,142063,0,1,0,0
1840,100116,1,0,0,0
1841,23745,0,1,0,0
1842,256998,1,0,0,1
1843,259482,0,1,1,0
1844,162490,1,0,0,0
1845,30741,0,1,0,0
1846,88142,0,1,1,0
1847,266904,1,0,0,0
1848,51601,1,0,0,1
1849,231071,0,1,1,0
1850,227180,0,1,0,0
1851,222039,1,0,0,1
1852,101064,1,0,0,0
1853,82457,0,1,0,0
1854,199911,1,0,0,0
1855,222349,0,1,0,0
1856,220960,0,1,0,1
1857,277040,1,0,0,0
1858,55548,0,1,0,0
1859,224874,0,1,0,0
1860,237870,1,0,0,0
1861,177691,0,1,1,0
1862,167633,0,1,0,0
1863,196679,1,0,0,0
1864,164515,0,1,0,1
1865,137749,0,0,0,1
1866,74073,0,1,0,0
1867,219492,1,0,0,0
1868,107703,0,1,1,0
1869,283202,0,1,0,0
1870,51824,1,0,0,0
1871,133090,0,1,0,0
1872,194705,0,1,0,1
1873,78089,1,0,0,0
1874,245117,0,1,0,0
1875,66933,0,1,1,0
1876,205611,1,0,0,1
1877,59423,1,0,0,0
1878,112634,0,1,0,0
1879,256830,1,0,0,1
1880,183656,1,0,0,0
1881,81067,0,1,1,0
1882,229672,0,1,0,0
1883,72357,1,0,0,0
1884,181160,0,1,0,0
1885,228062,1,0,0,0
1886,171937,0,0,0,1
1887,157027,0,1,0,0
1888,78936,0,1,1,0
1889,178330,1,0,0,0
1890,82135,0,1,0,0
1891,24838,0,1,1,0
1892,237656,1,0,0,0
1893,210884,0,1,1,0
1894,73097,0,1,0,0
1895,91133,1,0,0,0
1896,149251,0,1,1,0
1897,133698,0,1,0,0
1898,60206,1,0,0,0
1899,102805,0,1,1,0
1900,50747,1,0,0,0
1901,59286,0,1,0,0
1902,48805,0,1,1,0
1903,33858,1,0,0,1
1904,225578,1,0,0,0
1905,41864,0,1,0,0
1906,115802,1,0,0,0
1907,79651,0,1,0,0
1908,235814,0,0,0,1
1909,154793,0,1,1,0
1910,16122,0,1,1,0
1911,44680,0,1,1,0
1912,209233,1,0,0,0
1913,224290,0,1,0,0
1914,193843,0,1,0,0
1915,222598,1,0,0,0
1916,238115,0,1,1,0
1917,276970,0,1,0,0
1918,153974,1,0,0,0
1919,229755,0,1,1,0
1920,91521,0,1,1,0
1921,274232,0,1,0,0
1922,255645,1,0,0,0
1923,119784,0,1,0,0
1924,215996,0,1,0,1
1925,133158,1,0,0,0
1926,243393,1,0,0,0
1927,222079,0,1,0,0
1928,103221,0,1,1,0
1929,258380,1,0,0,0
1930,92865,1,0,0,1
1931,122136,0,1,0,0
1932,28815,1,0,0,0
1933,187323,0,1,1,0
1934,86197,0,1,0,0
1935,223694,0,1,1,0
1936,91200,1,0,0,0
1937,240109,1,0,0,1
1938,75297,1,0,0,0
1939,27426,0,1,0,0
1940,284451,1,0,0,0
1941,76039,0,1,1,0
1942,184392,0,1,0,0
1943,113768,1,0,0,0
1944,261674,0,1,0,0
1945,175348,1,0,0,0
1946,239733,0,1,0,0
1947,163984,1,0,0,0
1948,151874,0,1,0,0
1949,34470,1,0,0,0
1950,285150,0,1,0,0
1951,60208,1,0,0,0
1952,208320,0,1,0,1
1953,117850,0,1,1,0
1954,213688,0,1,1,0
1955,188513,1,0,0,0
1956,162760,0,1,0,0
1957,137335,0,1,0,0
1958,206937,0,1,1,0
1959,77457,0,1,1,0
1960,166956,1,0,0,0
1961,111032,0,1,0,0
1962,201832,1,0,0,0
1963,261248,1,0,0,0
1964,236108,1,0,0,1
1965,244735,0,1,1,0
1966,196037,0,1,0,0
1967,154,1,0,0,0
1968,233194,0,1,0,0
1969,49599,0,0,0,1
1970,206670,0,1,1,0
1971,195516,1,0,0,0
1972,14923,0,1,1,0
1973,55807,0,0,0,1
1974,13177,0,1,0,0
1975,273176,1,0,0,0
1976,130405,1,0,0,0
1977,287485,0,1,0,0
1978,283989,0,1,0,0
1979,205292,1,0,0,0
1980,73479,0,1,1,0
1981,112160,0,1,1,0
1982,235205,0,1,0,0
1983,175380,1,0,0,0
1984,70856,0,1,0,0
1985,163034,1,0,0,0
1986,68120,0,1,0,0
1987,27100,1,0,0,0
1988,217976,0,1,0,0
1989,55260,1,0,0,0
1990,83757,0,1,0,1
1991,174419,0,1,1,0
1992,200651,0,1,0,0
1993,44694,0,1,1,0
1994,121408,1,0,0,0
1995,203519,0,1,1,0
1996,28748,1,0,0,0
1997,203993,0,1,0,0
1998,34113,1,0,0,0
1999,208378,0,1,1,0
2000,185799,0,1,0,0
2001,89804,1,0,0,0
2002,22872,0,1,1,0
2003,179058,1,0,0,0
2004,96343,0,1,0,0
2005,58640,1,0,0,0
2006,241024,0,1,1,0
2007,261813,1,0,0,0
2008,210602,0,1,0,0
2009,102143,0,0,0,1
2010,228515,1,0,0,0
2011,238383,0,1,0,0
2012,190937,1,0,0,0
2013,60791,0,1,0,1
2014,19303,0,1,0,0
2015,230718,1,0,0,0
2016,166793,1,0,0,1
2017,138893,1,0,0,0
2018,15454,0,1,0,0
2019,184231,0,1,1,0
2020,21698,1,0,0,0
2021,80721,0,1,1,0
2022,24940,0,1,0,0
2023,179256,1,0,0,0
2024,11009,0,1,1,0
2025,143019,0,1,0,0
2026,286848,0,1,1,0
2027,222162,0,1,1,0
2028,158640,0,1,0,1
2029,229389,1,0,0,0
2030,167143,0,1,1,0
2031,66031,0,1,1,0
2032,8778,1,0,0,0
2033,81176,0,1,0,0
2034,242475,1,0,0,0
2035,41081,0,1,1,0
2036,66928,0,1,0,0
2037,18,1,0,0,0
2038,127127,0,1,0,0
2039,82996,0,1,1,0
2040,16109,1,0,0,0
2041,152772,0,1,0,0
2042,219145,1,0,0,0
2043,294009,0,0,0,1
2044,205081,0,1,0,0
2045,150176,0,1,1,0
2046,64619,1,0,0,0
2047,184782,0,1,0,1
2048,32170,0,1,0,0
2049,21072,1,0,0,0
2050,161378,0,1,0,0
2051,179378,1,0,0,0
2052,257196,0,1,0,0
